pkg	/Users/stacc/openzoo-shim/claude-app-patch/app/package.json	1	/Users/stacc/openzoo-shim/claude-app-patch/app/package.json::1-1::devDependencies
pkg	/Users/stacc/openzoo-shim/grokui-app/lib/mcp.js	30	/Users/stacc/openzoo-shim/grokui-app/lib/mcp.js::30-91::try {
pkg	/Users/stacc/openzoo-shim/grokui-app/main.js	186	/Users/stacc/openzoo-shim/grokui-app/main.js::186-199::expectedOpenzooVersion
pkg	/Users/stacc/openzoo-shim/lib/mcp.js	30	/Users/stacc/openzoo-shim/lib/mcp.js::30-91::try {
pkg	/Users/stacc/openzoo-shim/paperclip-adapter/index.js	81	/Users/stacc/openzoo-shim/paperclip-adapter/index.js::81-95::vendoredClaude
paperclip	/Users/stacc/openzoo-shim/paperclip-adapter/package.json	1	/Users/stacc/openzoo-shim/paperclip-adapter/package.json::1-1::repository
here	/Users/stacc/openzoo-shim/bin/claude-zoo.js	26	/Users/stacc/openzoo-shim/bin/claude-zoo.js::26-29::shimRoot
here	/Users/stacc/openzoo-shim/bin/claude-zoo.js	30	/Users/stacc/openzoo-shim/bin/claude-zoo.js::30-44::findOcc
here	/Users/stacc/openzoo-shim/grokui-app/lib/boxes.js	25	/Users/stacc/openzoo-shim/grokui-app/lib/boxes.js::25-31::podAgentB64
here	/Users/stacc/openzoo-shim/grokui-app/lib/modelroute.js	95	/Users/stacc/openzoo-shim/grokui-app/lib/modelroute.js::95-107::artifactDir
here	/Users/stacc/openzoo-shim/grokui-app/lib/setup.js	199	/Users/stacc/openzoo-shim/grokui-app/lib/setup.js::199-227::dflt
here	/Users/stacc/openzoo-shim/grokui-app/lib/spill.js	604	/Users/stacc/openzoo-shim/grokui-app/lib/spill.js::604-618::currentToolRound
here	/Users/stacc/openzoo-shim/lib/setup.js	199	/Users/stacc/openzoo-shim/lib/setup.js::199-227::dflt
here	/Users/stacc/openzoo-shim/lib/ship.js	29	/Users/stacc/openzoo-shim/lib/ship.js::29-30::SHIM_ROOT
here	/Users/stacc/openzoo-shim/test/x402.test.js	20	/Users/stacc/openzoo-shim/test/x402.test.js::20-244::fixture
here	/Users/stacc/openzoo-shim/HANDOFF_SITE.md	1	/Users/stacc/openzoo-shim/HANDOFF_SITE.md::1-14::openzoo.fun — site handoff
here	/Users/stacc/openzoo-shim/HANDOFF_SITE.md	113	/Users/stacc/openzoo-shim/HANDOFF_SITE.md::113-135::5. Honesty constraints — do not break these
findOcc	/Users/stacc/openzoo-shim/bin/claude-zoo.js	45	/Users/stacc/openzoo-shim/bin/claude-zoo.js::45-50::occ
http	/Users/stacc/openzoo-shim/bin/claude-zoo.js	52	/Users/stacc/openzoo-shim/bin/claude-zoo.js::52-53::PROXY_URL
http	/Users/stacc/openzoo-shim/extension/content.js	28	/Users/stacc/openzoo-shim/extension/content.js::28-35::ENDPOINT
http	/Users/stacc/openzoo-shim/grokui-app/lib/evm.js	11	/Users/stacc/openzoo-shim/grokui-app/lib/evm.js::11-16::clientFor
http	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js	139	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js::139-187::claudeZooEnv
http	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js	188	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js::188-199::try { up = (await fetch(`${base}/info`, 
http	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js	215	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js::215-237::for (let i = 0; i < 20 && !up; i++) {
http	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js	514	/Users/stacc/openzoo-shim/grokui-app/lib/launch.js::514-537::try {
http	/Users/stacc/openzoo-shim/grokui-app/lib/livestatus.js	158	/Users/stacc/openzoo-shim/grokui-app/lib/livestatus.js::158-173::raceFailKind
http	/Users/stacc/openzoo-shim/grokui-app/lib/mcp.js	30	/Users/stacc/openzoo-shim/grokui-app/lib/mcp.js::30-91::try {
http	/Users/stacc/openzoo-shim/grokui-app/lib/mcp.js	334	/Users/stacc/openzoo-shim/grokui-app/lib/mcp.js::334-373::const balances = { SOL: lamports / 1e9 }
http	/Users/stacc/openzoo-shim/grokui-app/lib/setup.js	228	/Users/stacc/openzoo-shim/grokui-app/lib/setup.js::228-248::if (!(await proxyUp(base))) {
http	/Users/stacc/openzoo-shim/grokui-app/main.js	104	/Users/stacc/openzoo-shim/grokui-app/main.js::104-104::LIVE_URL
http	/Users/stacc/openzoo-shim/grokui-app/main.js	150	/Users/stacc/openzoo-shim/grokui-app/main.js::150-163::pingUrl
http	/Users/stacc/openzoo-shim/grokui-app/main.js	164	/Users/stacc/openzoo-shim/grokui-app/main.js::164-185::fetchSessionJson
http	/Users/stacc/openzoo-shim/grokui-app/main.js	263	/Users/stacc/openzoo-shim/grokui-app/main.js::263-304::ensureProxy
http	/Users/stacc/openzoo-shim/grokui-app/main.js	330	/Users/stacc/openzoo-shim/grokui-app/main.js::330-343::serverFailDetail
http	/Users/stacc/openzoo-shim/lib/evm.js	11	/Users/stacc/openzoo-shim/lib/evm.js::11-16::clientFor
http	/Users/stacc/openzoo-shim/lib/grokbotweb.js	755	/Users/stacc/openzoo-shim/lib/grokbotweb.js::755-921::writeHead
http	/Users/stacc/openzoo-shim/lib/grokcli.js	204	/Users/stacc/openzoo-shim/lib/grokcli.js::204-300::runBot
http	/Users/stacc/openzoo-shim/lib/launch.js	139	/Users/stacc/openzoo-shim/lib/launch.js::139-194::claudeZooEnv
http	/Users/stacc/openzoo-shim/lib/launch.js	195	/Users/stacc/openzoo-shim/lib/launch.js::195-203::if (await oursOn(config.port)) {
http	/Users/stacc/openzoo-shim/lib/launch.js	223	/Users/stacc/openzoo-shim/lib/launch.js::223-241::for (let i = 0; i < 20 && !up; i++) {
http	/Users/stacc/openzoo-shim/lib/launch.js	563	/Users/stacc/openzoo-shim/lib/launch.js::563-584::if (!(await oursOn(config.port))) {
http	/Users/stacc/openzoo-shim/lib/livestatus.js	158	/Users/stacc/openzoo-shim/lib/livestatus.js::158-173::raceFailKind
http	/Users/stacc/openzoo-shim/lib/mcp.js	30	/Users/stacc/openzoo-shim/lib/mcp.js::30-91::try {
http	/Users/stacc/openzoo-shim/lib/mcp.js	334	/Users/stacc/openzoo-shim/lib/mcp.js::334-373::const balances = { SOL: lamports / 1e9 }
http	/Users/stacc/openzoo-shim/lib/mcpbridge.js	289	/Users/stacc/openzoo-shim/lib/mcpbridge.js::289-301::const args = [...(baseArgs || ['-y', 'ch
